cep;cidade;numero;origem;estado;cnpj;nome;recompra;fantasia;razao_social;telefone;email;tag1;inscricao_estadual;codigo;logradouro;bairro;ibge;celular
13280-000;VINHEDO;635;Base Bignotto;SP;11.974.064/0001-00;FUNERARIA JARDIM LTDA;20;FUNERARIA JARDIM;FUNERARIA JARDIM LTDA;019 3886-1745;jardim.funeraria@hotmail.com;IUB;714.186.000.117;1043;RUA MANOEL MATHEUS;CENTRO;3556701;
13566-350;SAO CARLOS;289;Base Bignotto;SP;13.022.309/0001-24;SINSEF SAO CARLOS LTDA ME;20;SINSEF;SINSEF SAO CARLOS LTDA ME;016 3374-4794;alessandra.dias@gruposinsef.com.br;IUB;ISENTO;1050;AVENIDA SALGADO FILHO;VILA MARINA;3548906;016 99762-5697
14801-040;ARARAQUARA;489;Base Bignotto;SP;07.658.672/0001-38;SINSEF LTDA;20;SINSEF;SINSEF LTDA;016 3397-8400;alessandra.dias@gruposinsef.com.br;IUB;ISENTO;1062;AVENIDA DOM PEDRO II;CENTRO;3503208;
15900-063;TAQUARITINGA;626;Base Bignotto;SP;10.609.635/0001-44;THIERRY AUGUSTO PINHEIRO;20;;THIERRY AUGUSTO PINHEIRO;016 99770-8880;thierrytq@hotmail.com;IUB;684.052.182.110;1074;RUA SIQUEIRA CAMPOS;VILA DI SANTI;3553708;016 3252 2919
13170-234;SUMARE;1194;Base Bignotto;SP;07.897.013/0002-35;ALEXANDRO DE JESUS FERREIRA MORAIS SANTO;20;;ALEXANDRO DE JESUS FERREIRA MORAIS SANTOS ME;019 3883-1617;funerariaflamboyant@uol.com.br;IUB;ISENTO;1087;RUA JOSE MARIA MIRANDA;JARDIM SAO CARLOS;3552403;019 98110-8045
37400-000;CAMPANHA;370;Base Bignotto;MG;14.322.249/0001-28;ADILSON DE PAULA PEREIRA - ME;20;ADILSON DE P;ADILSON DE PAULA PEREIRA - ME;035 3261-2202;contato@funerarianovotempo.com.br;IUB;002.001.155.00-90;1102;RUA JOAO LUIZ ALVES;CENTRO;3110905;035 3261-1396
28960-089;IGUABA GRANDE;178;Base Bignotto;RJ;15.420.909/0001-76;PAF LAGOS ASSISTENCIAL FUNERARIA E PLANA;20;PAF LAGOS ASSISTENCI;PAF LAGOS ASSISTENCIAL FUNERARIA E PLANO FUNERAL LTDA;(22)99920-6090;paflagos@gmail.com;IUB;ISENTO;1112;RUA N S DE FATIMA;CENTRO;3301876;(22)98848-1727
13445-272;ENGENHEIRO COELHO;244;Base Bignotto;SP;18.078.495/0001-37;FUNERARIA NOVA CANAA LTDA ME;20;NOVACANAA;FUNERARIA NOVA CANAA LTDA ME;019 3857-2072;paula.simone.funeraria@outlook.com;IUB;ISENTO;1151;RUA MINAS GERAIS;JARDIM AMERICA;3515152;019 98312-2631
13140-291;PAULINIA;263;Base Bignotto;SP;13.399.168/0002-44;FUNERARIA PAULINIA LTDA;20;SALLES;FUNERARIA PAULINIA LTDA;019 3933-2851;julianovedovello2000@gmail.com;IUB;513.062.644.110;1154;RUA SANTA CRUZ;NOVA PAULINIA;3536505;
38500-000;MONTE CARMELO;632;Base Bignotto;MG;08.712.120/0001-23;CLAUDOMIRO PINHEIRO;20;EMPRESA FUNERARIA PA;CLAUDOMIRO PINHEIRO;034 3842-8983;paxcarmelitana@live.com;IUB;001037047.00-79;1160;AVENIDA DONA CLARA;CENTRO;3143104;
13490-000;CORDEIROPOLIS;3;Base Bignotto;SP;53.905.543/0003-86;SSB ENERGIA RENOVAVEL LTDA;20;SSB ENERGIA;SSB ENERGIA RENOVAVEL LTDA;19 4103-1768;sap@bignotto.com.br;IUB;272.014.598.111;1173;RODOVIA DR. CASSIO DE FREITAS LEVY KM;QUILOMBINHO;3512407;19 3444-3390
15570-000;CARDOSO;1210;Base Bignotto;SP;02.917.534/0011-84;ROSA MISTICA LTDA;20;ROSA MISTICA;ROSA MISTICA LTDA;17 3405-333;rosamist@zaz.com.br;IUB;256.037.602.110;1181;AVENIDA MARINHEIRO;CENTRO;3510708;17 99665-4424
70373-530;BRASILIA;110;Base Bignotto;DF;15.385.376/0001-39;FUNERARIA BOM SAMARITANO PREMIER LTDA;20;BOM SAMARITANO PREMI;FUNERARIA BOM SAMARITANO PREMIER LTDA;061 3536-9496;francoa.castro@gmail.com;IUB;076.052.240.0106;1192;Q SHCS CLS;ASA SUL;5300108;
06501-210;SANTANA DE PARNAIBA;542;Base Bignotto;SP;21.070.041/0001-24;FUNERARIA PANAMBY EIRELLI - ME;20;PANAMBY;FUNERARIA PANAMBY EIRELLI - ME;011 99909-5545;contato@funerariapanamby.com.br;IUB;623135548119;1256;RUA PADRE LUIS ALVES SIQUEIRA CASTRO;JARDIM PARNAIBA;3547304;
30110-014;BELO HORIZONTE;2948;Base Bignotto;MG;20.097.717/0001-00;VALORIZE SERVICOS POSTUMOS LTDA ME;20;METROPAX;VALORIZE SERVICOS POSTUMOS LTDA ME;031 3057-4010;comprador@planosmetropax.com.br;IUB;002.345.081.00-22;1294;AVENIDA DO CONTORNO;SANTA EFIGENIA;3106200;031 99557-4848
15800-280;CATANDUVA;395;Base Bignotto;SP;10.537.807/0001-11;JOSE FERNANDO ALVES BERNARDINHO ME;20;;JOSE FERNANDO ALVES BERNARDINHO ME;017 3525 2043;lidi200961@hotmail.com;IUB;260.178.670.116;1317;RUA BELEM;CENTRO;3511102;017 3523 9151
11310-310;SAO VICENTE;563;Base Bignotto;SP;03.689.121/0001-80;CEMITERIO METROPOLITANO EMPREENDIMENTOS;20;;CEMITERIO METROPOLITANO EMPREENDIMENTOS LTDA;11 3467-4864;bruna@cemiteriometropolitano.com.br;IUB;657.138.726-114;1376;RUA LIMA MACHADO;PARQUE BITARU;3551009;
37160-000;CAMPOS GERAIS;228;Base Bignotto;MG;26.256.826/0001-00;ANTONIO ROBERTO PIMENTEL FUNERARIA ME;20;FUNERARIA VA COM DEU;ANTONIO ROBERTO PIMENTEL FUNERARIA ME;035 3853-1539;logos@cangerevirtual.com.br;IUB;1166716720052;1412;RUA SETE DE SETEMBRO;CENTRO;3111606;
09911-010;DIADEMA;113;Base Bignotto;SP;23.567.153/0001-10;FUNERAL SANTA FE LTDA;20;FUNERAL SANTA FE;FUNERAL SANTA FE LTDA;011 4056-1060;funeralsantafe@gmail.com;IUB;286.418.232.112;1442;RUA ARTHUR SAMPAIO MOREIRA;CENTRO;3513801;011 7707-1998
28540-000;CORDEIRO;163;Base Bignotto;RJ;11.337.810/0001-54;W. VIDA ASSISTENCIA FUNERAL LTDA-ME;20;PLAN VIDA;W. VIDA ASSISTENCIA FUNERAL LTDA-ME;(22)2551-2233;planvida.assistencial@gmail.com;IUB;78.951.982;1451;RUA JOAO BELIENE SALGADO;CENTRO;3301504;
37600-000;CAMBUI;314;Base Bignotto;MG;11.381.459/0001-07;GRUPO MOTTA E NOSSA SENHORA DO CARMO  LT;20;GRUPO MOTTA E NOSSA;GRUPO MOTTA E NOSSA SENHORA DO CARMO  LTDA;035 98376046;braganca@planomotta.com.br;IUB;ISENTO;1453;RUA VEREADOR WALDOMIRO BUENO;JARDIM SAO BENEDITO;3110608;
71814-090;LUZIANIA;;Base Bignotto;GO;18.382.308/0001-04;FLOR ETERNA SERVICOS POSTUMOS LTDA ME;20;PAX FLOR ETERNA;FLOR ETERNA SERVICOS POSTUMOS LTDA ME;061 99177-4109;diretoria@paxfloreterna.com.br;IUB;ISENTO;1456;AVENIDA ALFREDO NASSER, S/N;VILA JURACY;5212501;061 3621-4028
06602-150;JANDIRA;4;Base Bignotto;SP;20.471.127/0001-04;ALESSANDRO HENRIQUE DUTRA 17949554886;20;;ALESSANDRO HENRIQUE DUTRA 17949554886;011 97294-7882;alessandro-dutra@outlook.com;IUB;398.240.249.110;1488;RUA JOAO DEL MOURA;VILA CECILIA;3525003;
11515-000;CUBATAO;248;Base Bignotto;SP;03.442.244/0001-12;ORGANIZACAO SAO LAZARO DE LUTO LTDA - ME;20;;ORGANIZACAO SAO LAZARO DE LUTO LTDA - ME;013 3372-6173;acscont@litoral.com.br;IUB;ISENTO;1489;AVENIDA HENRY BORDEN;VILA SANTA ROSA;3513504;013 3323-5386
37466-000;ITAMONTE;52;Base Bignotto;MG;08.247.359/0005-01;PAROTHEFON COMERCIO DE URNAS MORT VELO E;20;SANTA CLARA EIRELLI;PAROTHEFON COMERCIO DE URNAS MORT VELO E FLORICULTURA LTDA EPP;012 99625-0710;crd@altanet.com.br;IUB;0025930290180;1495;RUA JOSE AUGUSTO;CENTRO;3133006;
28010-271;CAMPOS DOS GOYTACAZES;433;Base Bignotto;RJ;13.435.354/0001-00;T J EMPREENDIMENTOS COMERCIO E SERVICOS;20;VIAGEM DA PAZ;T J EMPREENDIMENTOS COMERCIO E SERVICOS LTDA;022 2726-5739;terezacoliveira2012@hotmail.com;IUB;79.398.063;1508;RUA SALDANHA MARINHO;CENTRO;3301009;
35020-600;GOVERNADOR VALADARES;223;Base Bignotto;MG;17.422.448/0001-04;FERNANDA R DA SILVA SERVICOS POSTUMOS LT;20;FUNERARIA GONZAGA;FERNANDA R DA SILVA SERVICOS POSTUMOS LTDA;033 3271-9393;contato@funerariagonzaga.com.br;IUB;ISENTO;1515;RUA TEOFILO OTONI;ESPLANADA;3127701;
37980-000;CASSIA;637;Base Bignotto;MG;11.316.162/0001-50;ASSOCIACAO MACONICA BENEFICENTE LIBERDAD;20;FUNERARIA ORIENTE;ASSOCIACAO MACONICA BENEFICENTE LIBERDADE E AMOR - AMBLA;035 99921-8472;funerariaorientecassia@gmail.com;IUB;ISENTO;1530;RUA R CEL. SATURNINO PEREIRA;PATRIMONIO;3115102;
13569-290;SAO CARLOS;1967;Base Bignotto;SP;26.003.577/0001-40;FUNERARIA MATRIZ LTDA;20;FUNERARIA GRUPO MATR;FUNERARIA MATRIZ LTDA;016 3413-6075;contatogrupomatriz@bol.com.br;IUB;637.392.194.114;1543;RUA MONTEIRO LOBATO;JARDIM BRASIL;3548906;
70278-520;BRASILIA;412;Base Bignotto;DF;05.058.475/0001-52;SERVICOS POSTUMOS CENTRAL DE BRASILIA LT;20;FUNERARIA CENTRAL DE;SERVICOS POSTUMOS CENTRAL DE BRASILIA LTDA;061 3877-0603;funerariacentraldebrasilia@gmail.com;IUB;0769741000131;1550;ST SHCS CL QUADRA;ASA SUL;5300108;
18147-000;ARACARIGUAMA;446;Base Bignotto;SP;23.484.474/0001-51;AMARE GESTAO DE PROCESSOS LTDA EPP;20;ALPHA AMARE;AMARE GESTAO DE PROCESSOS LTDA EPP;011 4237-3405;atendimento@alphaamare.com.br;IUB;623.374.454.112;1558;AVENDIDA NICOLAU FERREIRA DE SOUZA;CENTRO;3502754;
32900-000;IGARAPE;802;Base Bignotto;MG;18.789.086/0001-49;PAZ E VIDA ASSISTENCIAL LTDA;20;ALPHA TANATO;PAZ E VIDA ASSISTENCIAL LTDA;031 3534-4116;pazevidaassistencial@gmail.com;IUB;0025811380038;1565;RUA CRISTIANO MACHADO;SENHORA DE FATIMA;3130101;
13840-005;MOGI GUACU;948;Base Bignotto;SP;24.661.747/0001-59;ARIEL MAURICIO BRUGNEROTTO - ME;20;FUNERARIA PARAISO;ARIEL MAURICIO BRUGNEROTTO - ME;019 3891-8558;funerariabrugnerotto@hotmail.com;IUB;ISENTO;1572;RUA CHICO DE PAULA;CENTRO;3530706;
14680-000;JARDINOPOLIS;;Base Bignotto;SP;10.315.449/0001-00;AMPAF - AMPARO E ASSISTENCIA A FAMILIA -;20;PREVER CAMPOS ELISEO;AMPAF - AMPARO E ASSISTENCIA A FAMILIA - PLANOS DE AUXILIO FUNERAL LTDA;016 3434-1000;mara@familiaprever.com.br;IUB;ISENTO;1573;ROD CANDIDO PORTINARI S/N;ZONA RURAL;3525102;016 99301-5942
14580-000;GUARA;783;Base Bignotto;SP;26.882.703/0001-84;M C S SERVICOS FUNERARIOS LTDA;20;FUNERARIA CRISTO REI;M C S SERVICOS FUNERARIOS LTDA;016 3831-5486;funerariacristorei1@yahoo.com.br;IUB;325.030.226.116;1583;RUA DEPUTADO JOAO DE FARIA;CENTRO;3517703;
35910-000;SANTA MARIA DE ITABIRA;85;Base Bignotto;MG;16.928.655/0001-64;FUNERARIA SANTA TEREZINHA PLANOS E COMER;20;PLANO ASSISTENCIAL F;FUNERARIA SANTA TEREZINHA PLANOS E COMERCIO LTDA - ME;031 3838-2005;lucianof@crcmg.org.br;IUB;002.035.969.00-33;1588;RUA R PADRE JOSE MARTINS;CENTRO;3158003;
28400-000;SAO FIDELIS;94;Base Bignotto;RJ;27.066.771/0001-38;VIDA LONGA ASSISTENCIA FAMILIAR LTDA;20;VIDA LONGA ASSISTENC;VIDA LONGA ASSISTENCIA FAMILIAR LTDA;022 99729-9469;contato@planovidalonga.com.br;IUB;87.309.126;1645;RUA MARECHAL DEODORO;CENTRO;3304805;
18560-000;IPERO;255;Base Bignotto;SP;23.936.720/0001-69;CEPAF ASSISTENCIA FUNERARIA EIRELI;20;FUNERARIA CPAF - CEN;CEPAF ASSISTENCIA FUNERARIA EIRELI;015 3266.2426;atendimento.cpaf@gmail.com;IUB;358.021.314.111;1658;AVENIDA PAULO ANTUNES MOREIRA;CENTRO;3521002;
07013-000;GUARULHOS;412;Base Bignotto;SP;21.131.781/0001-23;ONOKAWA GESTAO DE PROCESSOS FUNERARIOS L;20;ONOKAWA SERVICOS FUN;ONOKAWA GESTAO DE PROCESSOS FUNERARIOS LTDA;011 95945-4669;artur.onodera@gmail.com;IUB;796.266.778.112;1661;AV AV ANIELLO PRATICI;JARDIM SANTA FRANCIS;3518800;
13236-070;CAMPO LIMPO PAULISTA;262;Base Bignotto;SP;51.409.555/0002-03;ORGANIZACAO SOCIAL DE LUTO BOM PASTOR LT;20;BOM PASTOR CAMPO LIM;ORGANIZACAO SOCIAL DE LUTO BOM PASTOR LTDA - EPP;19 3704-5825;klebergrupobompastor@gmail.com;IUB;245.055.720.119;1665;AVENIDA DA SAUDADE;JARDIM GUANCIALE;3509601;
36350-000;SAO TIAGO;140;Base Bignotto;MG;26.591.478/0001-27;DANIEL SILVEIRA RODRIGUES;20;TRANSLADO RODRIGUES;DANIEL SILVEIRA RODRIGUES;032 3376-1322;aresso@portalvertentes.com.br;IUB;ISENTO;1700;AVENIDA GOVERNADOR MAGALHAES PINTO;CENTRO;3165008;
72862-102;GOIAS;2;Base Bignotto;GO;27.902.756/0001-82;FUNERARIA ETERNA SAUDADE LTDA;20;FUNERARIA ETERNA SAU;FUNERARIA ETERNA SAUDADE LTDA;61 8531-6177;gilmarfuneraria10@gmail.com;IUB;10.785.755-3;1705;QUADRA QUADRA;BOA VISTA;5208905;
37220-000;BOM SUCESSO;59;Base Bignotto;MG;18.079.224/0001-04;WAGNER GONCALVES 02732837660;20;W R PECAS NOVAS E US;WAGNER GONCALVES 02732837660;035 99843-3375;goncalves.wagner@yahoo.com.br;IUB;002.145.209.00-17;1708;RUA CICERO FERREIRA;CRUZEIRO;3108008;
24110-256;RIO DE JANEIRO;384;Base Bignotto;RJ;10.683.642/0001-96;POS VIDA NITEROI PLANO FUNERAL LTDA;20;POS VIDA NITEROI;POS VIDA NITEROI PLANO FUNERAL LTDA;021 97038-1022;mvmoraes77@gmail.com;IUB;11.056.08-3;1710;RUA GENERAL CASTRIOTO;BARRETO;3304557;021 2620-9638
30510-210;BELO HORIZONTE;406;Base Bignotto;MG;27.630.446/0002-37;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;junior.marinho@grupozelo.com;IUB;ISENTO;1736;RUA OSCAR NEGRAO DE LIMA;NOVA GAMELEIRA;3106200;
36202-344;BARBACENA;177;Base Bignotto;MG;27.630.446/0005-80;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;controladoria@grupozelo.com;IUB;ISENTO;1738;RUA MARECHAL FLORIANO PEIXOTO;PONTILHAO;3105608;
35701-125;SETE LAGOAS;41;Base Bignotto;MG;27.630.446/0014-70;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;controladoria@grupozelo.com;IUB;ISENTO;1739;PRACA JOSE ANTONIO DA SILVEIRA;CANAA;3167202;
11250-000;BERTIOGA;39;Base Bignotto;SP;02.539.867/0002-26;EMPRESA FUNERARIA SCHUNCK LTDA;20;FUNERARIA SCHUNCK;EMPRESA FUNERARIA SCHUNCK LTDA;13 3317-3898;funerariaschunck.bertioga@hotmail.com;IUB;738.087.030.119;1748;AVENIDA DOUTOR LEONARDO DE BONNA;VILA ITAPANHAU;3506359;
25805-024;TRES RIOS;;Base Bignotto;RJ;31.675.805/0001-69;FUNERARIA NOVO RENASCIMENTO LTDA;20;NOVO RENASCIMENTO;FUNERARIA NOVO RENASCIMENTO LTDA;032 99803-1508;sandragatr@hotmail.com;IUB;ISENTO;1751;RUA JOSE VAZ LOJA-06A;CENTRO;3306008;
72855-076;LUZIANIA;76;Base Bignotto;GO;30.666.557/0001-27;BOM PASTOR JI SERVICOS FUNERARIOS LTDA;20;FUNERARIA BOM PASTOR;BOM PASTOR JI SERVICOS FUNERARIOS LTDA;061 99171-8063;bompastorjiadm@gmail.com;IUB;ISENTO;1754;RUA Q;PARQUE INDUSTRIAL MI;5212501;
11608-608;SAO SEBASTIAO;557;Base Bignotto;SP;25.401.500/0001-66;PARAISO ASSISTENCIA FAMILIAR EIRELI;20;PARAISO;PARAISO ASSISTENCIA FAMILIAR EIRELI;012 3892-2777;paraisoaf@gmail.com;IUB;654.088.667.111;1759;RUA CAPITAO LUIZ SOARES;CENTRO;3550704;
72860-003;NOVO GAMA;;Base Bignotto;GO;17.312.533/0001-01;PAX ASSISTENCIA POSTUMAS LTDA;20;FUNERARIA PAX PREVER;PAX ASSISTENCIA POSTUMAS LTDA;061 3384-5326;mncontabilidade@yahoo.com.br;IUB;10.561.312-6;1778;AVENIDA CENTRAL, SN;NUCLEO HABITACIONAL;5215231;061 9168-1404
13140-311;PAULINIA;225;Base Bignotto;SP;28.655.404/0001-32;M.J. VEDOVELLO;20;FUNERARIA VEDOVELLO;M.J. VEDOVELLO;19 9416-9797;contato@alvoradacon.com.br;IUB;ISENTO;1789;RUA NOSSA SENHORA DA CONCEICAO;NOVA PAULINIA;3536505;(019) 3884-12
71215-221;BRASILIA;4;Base Bignotto;DF;04.316.087/0002-42;FUNERARIA PARAISO ETERNO LTDA;20;FUNERARIA PARAISO ET;FUNERARIA PARAISO ETERNO LTDA;061 3485-5538;funerariaparaisoeternomatriz@gmail.com;IUB;0749389500221;1792;QUADRA SOF SUL QUADRA;GUARA;5300108;
06604-160;JANDIRA;106;Base Bignotto;SP;18.523.320/0001-91;FUNERARIA XIMENES ASSISTENCIA E AUXILIO;20;MARCELO XIMENES SILV;FUNERARIA XIMENES ASSISTENCIA E AUXILIO FUNERAL LTDA;11 7430-9476;servicofuneral@gmail.com;IUB;398.055.060.118;1793;RUA DOUTOR PAIVA MEIRA;JARDIM MASE;3525003;
75375-000;SANTO ANTONIO DE GOIAS;;Base Bignotto;GO;30.186.583/0001-58;FUNERARIA NEW PAX SERVICOS POSTUMOS EIRE;20;FUNERARIA GRUPO NEW;FUNERARIA NEW PAX SERVICOS POSTUMOS EIRELI;062 8267-0907;danieldiaudesousa@hotmail.com;IUB;10.741.097-4;1794;RUA BACURI, SN;VILA FLORENCA;5219738;
09760-480;SAO BERNARDO DO CAMPO;255;Base Bignotto;SP;32.158.981/0001-96;SHIRLEI DE SALES RODRIGUES 22443972895;20;SHIRLEI DE SALES ROD;SHIRLEI DE SALES RODRIGUES 22443972895;11 3438-7093;newlifeassistencial@hotmail.com;IUB;ISENTO;1796;RUA MARIA DE FATIMA;BAETA NEVES;3548708;
07054-040;GUARULHOS;626;Base Bignotto;SP;32.232.079/0001-72;GENILSON GERMANO DA SILVA 30758392800;20;GHS PRIME COMERCIO D;GENILSON GERMANO DA SILVA 30758392800;11 95806-1644;gilvan@contfy.com;IUB;796.822.591.110;1801;AV FAUSTINO RAMALHO;JARDIM VILA GALVAO;3518800;
37500-186;ITAJUBA;495;Base Bignotto;MG;31.307.410/0001-03;RODOLFO BATISTA DE SOUZA;20;PLANO FAMILIA STA TE;RODOLFO BATISTA DE SOUZA;035 3622-4380;pacaf59@uol.com.br;IUB;003.259.746.00-37;1810;RUA BARTOLOMEU TADEI;PINHEIRINHO;3132404;
74989-060;APARECIDA DE GOIANIA;;Base Bignotto;GO;08.264.325/0001-93;FLAVIO PAX ADMINISTRACAO;20;GRUPO ITAPAX ADMINIS;FLAVIO PAX ADMINISTRACAO;062 3242-2005;financeiropaxdobrasil@gmail.com;IUB;ISENTO;1811;RUA ANTONIO DE P AF BORGES COM A ANT, SN;ROSA DOS VENTOS;5201405;062 9266-2702
74905-190;APARECIDA DE GOIANIA;;Base Bignotto;GO;10.712.139/0001-11;PAX APARECIDA SERVICOS POSTUMOS LTDA.;20;FUNERARIA PAX APAREC;PAX APARECIDA SERVICOS POSTUMOS LTDA.;(62) 3549-6585;paxaparecida@hotmail.com;IUB;ISENTO;1817;AVENIDA BRASILIA, S/N;VILA BRASILIA;5201405;
01311-200;SAO PAULO;1079;Base Bignotto;SP;23.488.106/0001-81;BENTTUS ASSISTENCIA FAMILIAR EIRELI;20;FUNERARIA BENTTUS;BENTTUS ASSISTENCIA FAMILIAR EIRELI;011 2829-6943;taticmacedo@hotmail.com;IUB;128.423.351.113;1820;AV PAULISTA;BELA VISTA;3550308;
27320-200;BARRA MANSA;252;Base Bignotto;RJ;10.268.003/0001-64;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;20;BARRA MANSA;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;24 3322-8098;financeiro.sps@barramansa.rj.gov.br;IUB;ISENTO;1827;RUA OSCAR DA SILVA MARINS;CENTRO;3300407;
75460-000;NEROPOLIS;;Base Bignotto;GO;17.795.099/0001-68;GAUD FUNERARIA LTDA;20;GAUD FUNERARIA;GAUD FUNERARIA LTDA;062 99974-6217;raelvieiratavares@hotmail.com;IUB;ISENTO;1838;AVENIDA AMELIA LOPES DE OLIVEIRA, SN;PARQUE DAS AMERICAS;5214507;
70040-020;BRASILIA;2;Base Bignotto;DF;04.251.080/0001-09;SECRETARIA DE ESTADO DE DESENVOLVIMENTO;20;SECRETARIA DE ESTADO;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL DO DISTRITO FEDERAL;061 3328-5561;uag@trabalho.df.gov.br;IUB;ISENTO;1848;SETOR BANCARIO NORTE QUADRA;ASA NORTE;5300108;
06523-230;SANTANA DE PARNAIBA;269;Base Bignotto;SP;17.985.980/0001-21;JOCIVALDO CANDIDO DE LIMA 06813269801;20;JOCIVALDO CANDIDO DE;JOCIVALDO CANDIDO DE LIMA 06813269801;011 4182-2731;vavadilima@hotmail.com;IUB;ISENTO;1851;AL PAULO MARCHEZINE;PORTAL DAS ACACIAS;3547304;11 99568-5232
11900-000;REGISTRO;80;Base Bignotto;SP;76.396.159/0006-43;R. CZEZACKI & CIA LTDA;20;PREVER SERVICOS FUNE;R. CZEZACKI & CIA LTDA;13 3821-1540;contabilidade@rimacontabil.com.br;IUB;574.043.134.110;1863;RUA SEIJI SUMIDA;CENTRO;3542602;13 997309340
09580-500;SAO CAETANO DO SUL;1912;Base Bignotto;SP;34.565.907/0001-10;SERVICO FUNERARIO ARGEU LTDA;20;SERVICO FUNERARIO AR;SERVICO FUNERARIO ARGEU LTDA;011 99837-5373;edson.deville@hotmail.com;IUB;636.395.818.110;1868;ESTRADA DAS LAGRIMAS;MAUA;3548807;
18540-000;PORTO FELIZ;77;Base Bignotto;SP;24.351.878/0001-30;EMPRESA FUNERARIA BARBIERI DE PORTO FELI;20;FUNERARIA BARBIERI;EMPRESA FUNERARIA BARBIERI DE PORTO FELIZ LTDA;011 4022-2024;sistema.cont@uol.com.br;IUB;ISENTO;1876;RUA DR.FRANCISCO MOREIRA JUNIOR;CENTRO;3540606;
13140-311;PAULINIA;225;Base Bignotto;SP;14.709.028/0001-07;ARCA PLANOS DE ASSISTENCIA FUNERAL LTDA;20;;ARCA PLANOS DE ASSISTENCIA FUNERAL LTDA;019 3884-1002;luksor@luksorcontabilidade.com.br;IUB;ISENTO;1883;RUA R NOSSA SENHORA DA CONCEICAO;NOVA PAULINIA;3536505;
13460-000;NOVA ODESSA;61;Base Bignotto;SP;28.220.868/0001-16;FUNERARIA ELXADAIA EIRELI;20;FUNERARIA ELXADAI;FUNERARIA ELXADAIA EIRELI;019 3466-3767;contato.funerariaelshaday@gmail.com;IUB;482.069.661.113;1903;RUA ACHIETA;CENTRO;3533403;
75903-290;RIO VERDE;1703;Base Bignotto;GO;02.535.748/0001-14;PAX REAL ADMINISTRACAO DE SERVICOS POSTU;20;PAX REAL;PAX REAL ADMINISTRACAO DE SERVICOS POSTUMOS LTDA;064 3621-1400;paxrealrv@hotmail.com;IUB;ISENTO;1912;AVENIDA PRESIDENTE VARGAS;JD GOIAS;5218805;
14620-000;ORLANDIA;302;Base Bignotto;SP;05.637.135/0002-67;DULCE HELENA MENDONCA;20;;DULCE HELENA MENDONCA;16 38260920;funeraria_saojose@outlook.com;IUB;ISENTO;1913;AVENIDA AV TRES;CENTRO;3534302;
29157-410;CARIACICA;36;Base Bignotto;ES;34.883.910/0001-81;BOM PASTOR SERVICOS FUNERARIOS E ASSISTE;20;;BOM PASTOR SERVICOS FUNERARIOS E ASSISTENCIA FAMILIAR EIRELI;27 3254-7553;funerariabompastor@live.com;IUB;ISENTO;1920;RUA ONZE;NOVA ROSA DA PENHA;3201308;
29122-725;VILA VELHA;495;Base Bignotto;ES;27.630.446/0046-58;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;31 33148000;contriladoria@grupozelo.com.br;IUB;ISENTO;1926;AV JERONIMO MONTEIRO;GLORIA;3205200;
72860-483;NOVO GAMA;520;Base Bignotto;GO;35.502.852/0001-61;PAX BRASILIA ASSISTENCIA FUNERAL LTDA;20;FUNERARIAS PAX BRASI;PAX BRASILIA ASSISTENCIA FUNERAL LTDA;061 99297-6882;funerariapaxbrasilia@gmail.com;IUB;ISENTO;1936;RUA Q QUADRA;PARQUE ESTRELA DALVA;5215231;
30510-520;BELO HORIZONTE;90;Base Bignotto;MG;22.138.145/0001-96;SOMATO SERVICOS FUNERARIOS E SOMATOCONSE;20;;SOMATO SERVICOS FUNERARIOS E SOMATOCONSERCACAO LTDA;031 3372-3930;moreiracontabil@msn.com;IUB;0038220690089;1940;RUA ITATIBA;JARDINOPOLIS;3106200;
11608-000;SAO SEBASTIAO;82;Base Bignotto;SP;33.570.725/0001-74;CAMPO VALE FUNERAL LTDA;20;FUNERAL HOME CAMPO V;CAMPO VALE FUNERAL LTDA;012 3935-1000;compras@campovale.com.br;IUB;ISENTO;1947;AVENIDA AV DOUTOR MANOEL HIPOLITO DO REGO;PRAIA DESERTA;3550704;
05116-011;SAO PAULO;941;Base Bignotto;SP;33.925.321/0001-56;ALJ ASSISTENCIA FUNERARIA LTDA;20;FUNERARIA ALJ;ALJ ASSISTENCIA FUNERARIA LTDA;11 3696-8490;alj.funeraria@gmail.com;IUB;ISENTO;1949;RUA CUSTODIO SERRAO;VILA JAGUARA;3550308;
